set,claim,variant,label,statement,layer,p_true,truth_coord,step
controls,-,false,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.00024724209825432373,-0.9630498664393927,8
controls,-,false,0,Justin Bieber won the 100m gold at the 2020 Olympics.,24,0.0009227114433871075,-0.7759482137285812,8
controls,-,false,0,Tom Hanks won eight gold medals at the 2008 Olympics.,24,0.0019310364256388314,-0.638700764666147,8
controls,-,false,0,Cristiano Ronaldo won the 2022 World Cup with Argentina.,24,0.0003875486903216147,-0.9330448991525202,8
controls,-,false,0,John McCain won the 2008 United States presidential election.,24,0.8390278758864834,0.6195725799319759,8
controls,-,false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,24,0.27368149685015736,0.26794567069517067,8
controls,-,false,0,Queen Elizabeth II created the Python programming language.,24,0.015787298816755668,-0.28913260586374634,8
controls,-,false,0,Mount Vesuvius destroyed Pompeii in 1979.,24,0.004987727171367781,-0.5056509915246405,8
controls,-,false,0,Mount Vesuvius last erupted in 2015.,24,0.445025655419653,0.34534781100108447,8
controls,-,false,0,Bill Gates bought Twitter in 2022.,24,0.0001792560644236118,-1.070685147969913,8
controls,-,false,0,Twitter was rebranded as Y in 2023.,24,0.8598599118097627,0.6738909099970065,8
controls,-,false,0,Ed Sheeran released the album Divide in 1987.,24,0.0009541970664023754,-0.7414336419204098,8
controls,-,false,0,Ed Sheeran is an English Olympic sprinter.,24,0.0009756905671531649,-0.6709776204049581,8
controls,-,false,0,Stephen King wrote the Harry Potter novels.,24,0.00026531704284744423,-0.975564411462817,8
controls,-,false,0,Neil Armstrong walked on Mars in 1969.,24,0.001296261219804104,-0.7501926528147302,8
controls,-,false,0,Serena Williams won 23 Formula One championships.,24,0.003607352954062788,-0.5439237359165271,8
facts,inventors,negated,0,Thomas Edison did not live in the U.S.,24,0.6424381636447046,0.16246247663931015,8
facts,facts,negated,0,"The speed of light isn't approximately 299,792,458 meters per second.",24,0.12363516712968114,-0.32219988501897,8
facts,cities,negated,0,The city of Novokuznetsk is not in Russia.,24,0.003164503462252911,-0.884542253093352,8
facts,inventors,negated,0,Dr. Robert Gallo did not live in the U.S.,24,0.7076931796845072,0.1604051248551555,8
facts,inventors,negated,0,Emile Berliner did not live in Germany/the U.S.,24,0.5337263093398971,0.07236780555502065,8
facts,facts,negated,0,"The pH scale doesn't measure the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",24,0.9823571345882666,0.6679598848028676,8
facts,sp_en_trans,negated,0,The Spanish word 'nuevo' does not mean 'new'.,24,0.013046323406186989,-0.6126333445478753,8
facts,inventors,negated,0,Carl Wilhelm Siemens did not live in Germany.,24,0.9518711065733318,0.4973387418179745,8
facts,cities,negated,0,The city of Anshun is not in China.,24,0.0024447424692409254,-0.9157055917207235,8
facts,facts,negated,0,The first animal to orbit Earth wasn't a dog named Laika.,24,0.9502689147950647,0.362653455534656,8
facts,cities,negated,0,The city of Rui'an is not in China.,24,0.0035183968564893686,-0.8718229660340031,8
facts,cities,negated,0,The city of Bhubaneswar is not in India.,24,0.00033429156064327347,-1.2006032709430152,8
facts,cities,negated,0,The city of Zaria is not in Nigeria.,24,0.004910129458920289,-0.8217795520297809,8
facts,element_symb,negated,0,Rubidium does not have the symbol Rb.,24,0.009901863345146644,-0.7225436915189738,8
facts,cities,negated,0,The city of Managua is not in Nicaragua.,24,0.005645506037325355,-0.8426333374466782,8
facts,inventors,negated,0,Ralph H. Baer did not live in the U.S.,24,0.6562338145041426,0.20504000650851634,8
facts,cities,negated,0,The city of Neijiang is not in China.,24,0.001372121465761589,-1.003967484977631,8
facts,cities,negated,0,The city of Durban is not in South Africa.,24,0.00036729186523311026,-1.1870766925757037,8
facts,inventors,negated,0,Felix Hoffmann did not live in Germany.,24,0.10949477997858176,-0.31709906545847105,8
facts,cities,negated,0,The city of Maturin is not in Venezuela.,24,0.02736060588087323,-0.5852497103309885,8
facts,cities,negated,0,The city of Shanghai is not in China.,24,0.0006158443638157799,-1.1032217657937693,8
facts,cities,negated,0,The city of Ar Raqqah is not in Syria.,24,0.0024369362918832795,-0.9988374517628498,8
facts,cities,negated,0,The city of Daejeon is not in South Korea.,24,0.0018750741456516758,-0.949607989841416,8
facts,cities,negated,0,The city of Fortaleza is not in Brazil.,24,0.0004998270640451438,-1.165185789367163,8
facts,cities,negated,0,The city of Mombasa is not in Kenya.,24,0.00045548542855624187,-1.1739424780526484,8
facts,element_symb,negated,0,Gallium does not have the symbol Ga.,24,0.006343267376156801,-0.7988557315868303,8
facts,facts,negated,0,"Jupiter doesn't have the Great Red Spot, a giant storm.",24,0.1630558096393866,-0.19294691518829438,8
facts,cities,negated,0,The city of Tianshui is not in China.,24,0.0014453450503933657,-0.9935390830523718,8
facts,sp_en_trans,negated,0,The Spanish word 'antes' does not mean 'before'.,24,0.028436277983132852,-0.511812532710734,8
facts,sp_en_trans,negated,0,The Spanish word 'problema' does not mean 'problem'.,24,0.008943710448673503,-0.6668921438191395,8
facts,inventors,negated,0,Alexander Graham Bell did not live in Scotland/Canada/the U.S.,24,0.16113952755202035,-0.2093133896307669,8
facts,facts,negated,0,The planet Jupiter doesn't have the most moons in our solar system.,24,0.8926685062600431,0.22332894571467862,8
facts,cities,negated,0,The city of Ankara is not in Turkey.,24,0.0015158818523322685,-0.9603254734221967,8
facts,facts,negated,0,"The carbon cycle doesn't maintain the balance of carbon in Earth's atmosphere, oceans, and biosphere.",24,0.03418651885297796,-0.4997125086901474,8
facts,inventors,negated,0,Hans Lippershey did not live in the Netherlands.,24,0.03518494282537958,-0.49950112763585564,8
facts,inventors,negated,0,David Schwarz did not live in Croatia.,24,0.9453713223917675,0.44526082146778295,8
facts,cities,negated,0,The city of Konya is not in Turkey.,24,0.0009970136680723318,-1.054453680094425,8
facts,cities,negated,0,The city of Xiangtan is not in China.,24,0.001034641502003171,-1.0350453582732864,8
facts,facts,negated,0,Diamonds aren't formed from carbon.,24,0.018540434919084053,-0.601236898653402,8
facts,element_symb,negated,0,Tin does not have the symbol Sn.,24,0.0036713291963257474,-0.8891094334355891,8
facts,element_symb,negated,0,Carbon does not have the symbol C.,24,0.00033969910358241397,-1.2396479486897958,8
facts,cities,negated,0,The city of Dombivli is not in India.,24,0.009297389597974916,-0.684389428283109,8
facts,cities,negated,0,The city of Oyo is not in Nigeria.,24,0.18083269798299306,-0.2469086226465352,8
facts,facts,negated,0,Fossils aren't the preserved remains or traces of organisms that lived in the past.,24,0.22001984834378593,-0.20956904890835798,8
facts,facts,negated,0,The circulatory system doesn't transport nutrients and oxygen throughout the body.,24,0.00485264331865307,-0.8493105254258662,8
facts,cities,negated,0,The city of Xining is not in China.,24,0.0005043669325069752,-1.143848350215897,8
facts,animal_class,negated,0,The goldfish is not a fish.,24,0.002558591533235734,-0.7402778756255086,8
facts,inventors,negated,0,Yvonne Brill did not live in Canada.,24,0.9769541491047895,0.5641456966587576,8
facts,facts,negated,0,The human brain isn't the control center for the body's functions and emotions.,24,0.6500222856481325,0.02525898512987227,8
facts,cities,negated,0,The city of Al Basrah al Qadimah is not in Iraq.,24,0.7001039348001271,0.0771355584804655,8
facts,facts,negated,0,The respiratory system doesn't allow for the exchange of gases between the body and the environment.,24,0.023236690800406253,-0.5209005561567551,8
facts,cities,negated,0,The city of Lome is not in Togo.,24,0.012143573100720385,-0.7329083485430014,8
facts,cities,negated,0,The city of Madurai is not in India.,24,0.0003484571340014424,-1.1930883897410758,8
facts,cities,negated,0,The city of Pingliang is not in China.,24,0.0017771683470323059,-0.9670355042516872,8
facts,cities,negated,0,The city of Pimpri is not in India.,24,0.015122143479833785,-0.633591711083028,8
facts,cities,negated,0,The city of Borivli is not in India.,24,0.059935056930756084,-0.3921925384334551,8
facts,cities,negated,0,The city of Thiruvananthapuram is not in India.,24,0.00016518308125340107,-1.3107714691406467,8
facts,cities,negated,0,The city of Zapopan is not in Mexico.,24,0.002124820920949369,-0.9444849308926506,8
facts,cities,negated,0,The city of Kampala is not in Uganda.,24,0.0026803405587861886,-0.9138405775965911,8
facts,animal_class,negated,0,The ostrich is not a bird.,24,0.0002696309732191859,-1.1478052683613984,8
facts,sp_en_trans,negated,0,The Spanish word 'soldado' does not mean 'soldier'.,24,0.015173373286028372,-0.6154322426961167,8
facts,inventors,negated,0,Wallace Carothers did not live in the U.S.,24,0.8355286934761608,0.3655415237822701,8
facts,facts,negated,0,The human skin isn't the body's largest organ.,24,0.5191949635838591,-0.04903775097889719,8
facts,cities,negated,0,The city of Matola is not in Mozambique.,24,0.005022910310262165,-0.8104222228557394,8
facts,animal_class,negated,0,The leopard is not a mammal.,24,0.001352898465034265,-0.892034144584083,8
facts,animal_class,negated,0,The llama is not a mammal.,24,0.0018067006373301724,-0.83601771827634,8
facts,cities,negated,0,The city of Makassar is not in Indonesia.,24,0.0011000354956544167,-1.0540626701699667,8
facts,facts,negated,0,"Our solar system doesn't consist of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",24,0.9659005582646044,0.46053681060175655,8
facts,cities,negated,0,The city of Addis Ababa is not in Ethiopia.,24,0.0005511708130335265,-1.150933436441309,8
facts,facts,negated,0,Fossils don't provide evidence of past life on Earth.,24,0.002049545284535969,-0.8476421063402554,8
facts,cities,negated,0,The city of Orumiyeh is not in Iran.,24,0.0020597694259171895,-0.9654972262032527,8
facts,cities,negated,0,The city of Huizhou is not in China.,24,0.002313978573198624,-0.9071124855481969,8
facts,element_symb,negated,0,Aluminum does not have the symbol Al.,24,0.0028208674233748776,-0.9516863170003932,8
facts,element_symb,negated,0,Chlorine does not have the symbol Cl.,24,0.0012028874874062594,-1.054026675555148,8
facts,cities,negated,0,The city of Ribeirao Preto is not in Brazil.,24,0.0013849448756496317,-1.0526024898165893,8
facts,cities,negated,1,The city of Ar Raqqah is not in Iraq.,24,0.9882270234792891,0.5848501641821083,8
facts,inventors,negated,1,Gordon Gould did not live in Canada.,24,0.9840210484497007,0.68289364532593,8
facts,cities,negated,1,The city of Tebessa is not in India.,24,0.9937403299026693,0.7908340189708326,8
facts,cities,negated,1,The city of Nairobi is not in Mexico.,24,0.9719224043942893,0.5230861777137401,8
facts,cities,negated,1,The city of Ma'anshan is not in India.,24,0.9960286490836026,0.8365472312562954,8
facts,cities,negated,1,The city of Cangzhou is not in Germany.,24,0.9719602181976413,0.5259155336206707,8
facts,cities,negated,1,The city of Quito is not in China.,24,0.9935465334712631,0.7624188818709735,8
facts,animal_class,negated,1,The cassowary is not a mammal.,24,0.9948270499284129,0.8248132796988503,8
facts,element_symb,negated,1,Thulium does not have the symbol Ne.,24,0.9338426929508189,0.3630706053832212,8
facts,cities,negated,1,The city of Dakar is not in India.,24,0.9951846867165921,0.8312808699651241,8
facts,cities,negated,1,The city of Sanming is not in Bulgaria.,24,0.9937941518808703,0.7993161811612715,8
facts,sp_en_trans,negated,1,The Spanish word 'proteger' does not mean 'dry'.,24,0.41507592976585894,-0.062316115413392256,8
facts,cities,negated,1,The city of Pikine is not in Pakistan.,24,0.9862175021661078,0.6568055074563085,8
facts,inventors,negated,1,August Horch did not live in Russia.,24,0.9741813575797401,0.5751671936000566,8
facts,cities,negated,1,The city of Macapa is not in China.,24,0.9885300292908706,0.667754571749183,8
facts,sp_en_trans,negated,1,The Spanish word 'historia' does not mean 'office'.,24,0.18628576108571082,-0.24600105680648232,8
facts,inventors,negated,1,Rudolf Diesel did not live in the U.S.,24,0.9256469417310379,0.3815599490998378,8
facts,cities,negated,1,The city of Neijiang is not in Ghana.,24,0.994532185668031,0.8007165499938256,8
facts,element_symb,negated,1,Radium does not have the symbol Sm.,24,0.8780773715930015,0.24908029048597707,8
facts,facts,negated,1,The least abundant gas in Earth's atmosphere isn't nitrogen.,24,0.9200427328338874,0.2251872740856541,8
facts,cities,negated,1,The city of Gaziantep is not in Mexico.,24,0.9886829428161441,0.6675778822637135,8
facts,cities,negated,1,The city of Shihezi is not in Russia.,24,0.9950911774106205,0.7966156630542283,8
facts,cities,negated,1,The city of Anshun is not in Brazil.,24,0.9942808861548567,0.783735773146667,8
facts,cities,negated,1,The city of Coimbatore is not in Malaysia.,24,0.9961719222190417,0.8150067354508923,8
facts,cities,negated,1,The city of Konya is not in Russia.,24,0.9924962066849032,0.7433638795253792,8
facts,facts,negated,1,The smallest ocean in the world isn't the Atlantic Ocean.,24,0.9816201973083117,0.4565737349176598,8
facts,inventors,negated,1,Edmund Cartwright did not live in the U.S.,24,0.8310403996569217,0.34235141054271667,8
facts,cities,negated,1,The city of Changchun is not in Germany.,24,0.9786181639004494,0.5813824931222911,8
facts,facts,negated,1,The human body does need water to survive.,24,0.9947336195391335,0.9019715115507776,8
facts,cities,negated,1,The city of Turin is not in China.,24,0.9896882612718674,0.6958282200309451,8
facts,facts,negated,1,The largest flower in the world isn't the daisy.,24,0.9718314421777077,0.39382017922508716,8
facts,cities,negated,1,The city of Borivli is not in Ukraine.,24,0.9935322412985986,0.7653262677232203,8
facts,cities,negated,1,The city of Durban is not in Ukraine.,24,0.9942166051528943,0.7880443600895419,8
facts,cities,negated,1,The city of Ulsan is not in South Africa.,24,0.9942354147828438,0.7864566334776211,8
facts,facts,negated,1,The largest land animal in the world isn't the whale.,24,0.9427834334116565,0.28990550108626445,8
facts,facts,negated,1,Humans do have basic senses.,24,0.9746588359422719,0.6562672074009374,8
facts,facts,negated,1,The largest bird in the world isn't the penguin.,24,0.9521029951805465,0.2647994579664772,8
facts,facts,negated,1,The Grand Canyon isn't located in Europe.,24,0.9919080547998443,0.6751630397683557,8
facts,element_symb,negated,1,Francium does not have the symbol Tl.,24,0.8477437131012898,0.17653466965924514,8
facts,cities,negated,1,The city of Lu'an is not in Turkey.,24,0.9687235225529348,0.5347563470191307,8
facts,cities,negated,1,The city of Voronezh is not in Romania.,24,0.9889785056668311,0.6766300521376697,8
facts,sp_en_trans,negated,1,The Spanish word 'padre' does not mean 'special'.,24,0.46824772392638114,-0.012082015538008854,8
facts,cities,negated,1,The city of Maturin is not in Saudi Arabia.,24,0.995051551453987,0.7995677569444264,8
facts,element_symb,negated,1,Argon does not have the symbol Co.,24,0.9200997351806098,0.3066609566237197,8
facts,cities,negated,1,The city of Bobo-Dioulasso is not in China.,24,0.988013605787577,0.6795707510312036,8
facts,cities,negated,1,The city of Mumbai is not in China.,24,0.9979786191720802,0.9308802481400932,8
facts,cities,negated,1,The city of Mombasa is not in India.,24,0.9965193061991336,0.8475780663478609,8
facts,cities,negated,1,The city of Karaj is not in India.,24,0.995951308430872,0.8619944219015088,8
facts,sp_en_trans,negated,1,The Spanish word 'opuesta' does not mean 'dress'.,24,0.5326181773411194,0.015807388867419288,8
facts,element_symb,negated,1,Indium does not have the symbol As.,24,0.9560679326217844,0.39725719525457726,8
facts,inventors,negated,1,Hans Oersted did not live in the U.S.,24,0.8300485961822985,0.3130695626324925,8
facts,sp_en_trans,negated,1,The Spanish word 'temperatura' does not mean 'hand'.,24,0.11616953582175694,-0.25903343335005186,8
facts,inventors,negated,1,George Eastman did not live in the U.K.,24,0.9535758611707903,0.4804786229376521,8
facts,element_symb,negated,1,Tin does not have the symbol Be.,24,0.8685525189160705,0.213353910866397,8
facts,inventors,negated,1,Blaise Pascal did not live in Poland/France.,24,0.9591324749220379,0.45882336485822617,8
facts,cities,negated,1,The city of Bien Hoa is not in South Korea.,24,0.9902454252677546,0.7035991970358615,8
facts,facts,negated,1,The sun doesn't rise in the west.,24,0.9478093819682306,0.45601892954936185,8
facts,cities,negated,1,The city of Agadir is not in Bangladesh.,24,0.993361278254089,0.7581312119635484,8
facts,cities,negated,1,The city of Changwon is not in Indonesia.,24,0.9912964426109553,0.7095970000367599,8
facts,cities,negated,1,The city of Vijayawada is not in Nigeria.,24,0.9927094615408254,0.7466092741501553,8
facts,cities,negated,1,The city of San Pedro Sula is not in India.,24,0.993280722854935,0.7561814243763816,8
facts,sp_en_trans,negated,1,The Spanish word 'dientes' does not mean 'hope'.,24,0.490949040754157,-0.023880181411417685,8
facts,cities,negated,1,The city of Nyala is not in Mozambique.,24,0.9866119607468681,0.638559924486928,8
facts,cities,negated,1,The city of Dandong is not in Niger.,24,0.9934870315630822,0.7361186590814623,8
facts,cities,negated,1,The city of Astrakhan is not in India.,24,0.9978778309303658,0.9535938118503832,8
facts,sp_en_trans,negated,1,The Spanish word 'anguila' does not mean 'south'.,24,0.5105190153387322,-0.0034671664700136103,8
facts,sp_en_trans,negated,1,The Spanish word 'mano' does not mean 'too'.,24,0.26463453849071567,-0.0922741232583657,8
facts,element_symb,negated,1,Gadolinium does not have the symbol Hg.,24,0.9844687058793927,0.5798175841622273,8
facts,facts,negated,1,The respiratory system doesn't prevent the exchange of gases between the body and the environment.,24,0.5096577179827427,-0.043450165246799496,8
facts,cities,negated,1,The city of Oyo is not in China.,24,0.993675128951283,0.7571423659488462,8
facts,cities,negated,1,The city of Rourkela is not in Brazil.,24,0.990127439161237,0.6957875210156992,8
facts,inventors,negated,1,John Walker did not live in the U.S.,24,0.7880080342153468,0.3690714039309658,8
facts,inventors,negated,1,Ernest Swinton did not live in the U.S.,24,0.8941286341979524,0.42002056489532136,8
facts,inventors,negated,1,Charles Cros did not live in the U.S.,24,0.9117857623739645,0.46759317356645,8
facts,facts,negated,1,The fastest land animal in the world isn't the snail.,24,0.9749419066179775,0.385511812649315,8
facts,cities,affirmative,0,The city of Ar Raqqah is in Iraq.,24,0.0014361693889625847,-0.6949459414070117,8
facts,inventors,affirmative,0,Gordon Gould lived in Canada.,24,0.5184280557000239,0.38088541592402403,8
facts,cities,affirmative,0,The city of Tebessa is in India.,24,0.00043540772555257924,-0.8409338877865238,8
facts,cities,affirmative,0,The city of Nairobi is in Mexico.,24,5.293340516806135e-05,-1.18433907978521,8
facts,cities,affirmative,0,The city of Ma'anshan is in India.,24,0.00024031046483064656,-0.9638533127944977,8
facts,cities,affirmative,0,The city of Cangzhou is in Germany.,24,0.00043675102687974586,-0.8301190747644523,8
facts,cities,affirmative,0,The city of Quito is in China.,24,0.00013704811408804838,-1.0473768531592893,8
facts,animal_class,affirmative,0,The cassowary is a mammal.,24,0.00023663598266337435,-0.9766997038597193,8
facts,element_symb,affirmative,0,Thulium has the symbol Ne.,24,0.00027691329503757455,-0.9015357615064602,8
facts,cities,affirmative,0,The city of Dakar is in India.,24,0.00023652431961607503,-0.956375886102176,8
facts,cities,affirmative,0,The city of Sanming is in Bulgaria.,24,0.0007773387785345038,-0.742873393624413,8
facts,sp_en_trans,affirmative,0,The Spanish word 'proteger' means 'dry'.,24,0.0005796153343928168,-0.8214027127839862,8
facts,cities,affirmative,0,The city of Pikine is in Pakistan.,24,0.0013583820235813075,-0.6607104996259484,8
facts,inventors,affirmative,0,August Horch lived in Russia.,24,0.07294542790516335,-0.02129822912860297,8
facts,cities,affirmative,0,The city of Macapa is in China.,24,0.0005650575328101275,-0.7880220513332633,8
facts,sp_en_trans,affirmative,0,The Spanish word 'historia' means 'office'.,24,0.00023365058674740155,-0.9594275432072646,8
facts,inventors,affirmative,0,Rudolf Diesel lived in the U.S.,24,0.6410518741587932,0.44232782789074954,8
facts,cities,affirmative,0,The city of Neijiang is in Ghana.,24,0.0003612558023816661,-0.8707715080309946,8
facts,element_symb,affirmative,0,Radium has the symbol Sm.,24,0.004153701882736351,-0.49485964970815693,8
facts,facts,affirmative,0,The least abundant gas in Earth's atmosphere is nitrogen.,24,0.0017860082361536543,-0.708382946094312,8
facts,cities,affirmative,0,The city of Gaziantep is in Mexico.,24,8.095005863053004e-05,-1.124675261941836,8
