model,claim,group,truth,statement,position,layer,lg_true,lg_false,lean_false,rank_false,rank_fabricated,rank_hoax,rank_fiction,rank_myth,rank_fake,rank_not,rank_never,rank_incorrect,top5
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,5,2.2952184677124023,2.825077533721924,0.5298590660095215,2095,97817,19455,182,5961,201,107824,68652,65353,ering | avit | andidates | � | ____
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,5,4.189830780029297,2.4219961166381836,-1.7678346633911133,3556,199278,89771,24944,66645,75984,18594,60315,82111,aut | 众所周知 |  math | a | ao
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,6,1.634749174118042,1.8608555793762207,0.2261064052581787,4767,125184,32915,937,2152,933,28845,161039,62738,� |  meg | ayers | ik | ®
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,6,3.417443037033081,2.41060733795166,-1.006835699081421,2113,179203,149097,13123,75904,90191,10638,71559,63787,ats | a | ### | 众所周知 | aut
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,7,1.7946816682815552,2.467876672744751,0.6731950044631958,10263,142640,5338,1379,4713,1851,110068,186102,37931,ayers | igans | ära | ovski | vinces
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,7,3.003016233444214,2.5274455547332764,-0.4755706787109375,8751,181855,115368,22942,128547,74054,18558,118805,38844,acu | ault | uw | aut | 众所周知
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,8,3.558627128601074,3.8434884548187256,0.28486132621765137,3712,121487,3830,899,1724,154,169486,140397,35475,☆☆ | 全国人民 | 亿人 | ocie | andidates
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,8,1.4682193994522095,1.2327351570129395,-0.23548424243927002,52841,109438,55361,21594,124412,134003,21244,120459,52577,ked | a | inf | anf | 为您解答
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,9,2.107238531112671,3.3424127101898193,1.2351741790771484,9336,140273,12218,2316,484,1482,194007,233854,9585, って | igans | ★★ | ùng | onga
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,9,1.3119852542877197,1.0450797080993652,-0.2669055461883545,32583,138689,11150,8536,115363,76585,1480,115328,59294,a | ked | 解答 | 众所周知 | am
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,10,2.588196039199829,2.7126619815826416,0.1244659423828125,8425,85588,13832,841,1805,396,133454,166556,7508,ering | adge | ogue | gia | ério
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,10,0.03652331233024597,0.4649439752101898,0.42842066287994385,55726,105389,25653,3513,88139,79458,4947,69024,25635,### | a |  Editorial | ked | 众所周知
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,11,2.543657064437866,2.958094835281372,0.41443777084350586,13042,112168,2850,807,2612,897,189547,206058,7404,ering | kti | mers | رافی | ayout
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,11,0.09910974651575089,0.8431309461593628,0.7440211996436119,43120,101380,26421,10378,120549,136242,8588,50938,23452,解答 | a |  Answer | 众所周知 | 判断
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,12,2.2237436771392822,2.8815877437591553,0.657844066619873,19725,136458,6146,1491,889,3591,211956,206315,17562,了吗 | kti | İK | mers | ayang
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,12,-0.34080395102500916,0.26859939098358154,0.6094033420085907,98136,50466,52479,42744,117611,183630,86244,50047,6604,众所周知 | 解答 |  Editorial | 很高兴 | a
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,13,1.8193740844726562,4.003016948699951,2.183642864227295,9744,96287,19215,9400,9029,4290,233941,199362,10508,akil | rania | mers | kti | ecte
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,13,-0.3535403609275818,-0.18787962198257446,0.16566073894500732,118465,117690,17925,59771,130222,220348,128352,50114,4733,众所周知 | 解答 | 的確 | 准确性 | ationale
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,14,1.6375229358673096,2.577782392501831,0.9402594566345215,7239,79172,33178,9993,5925,10963,169187,135414,29628,mers | ultats | arz | ulus |  claims
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,14,-0.5560876131057739,0.8626179695129395,1.4187055826187134,62241,69053,6990,30018,60342,135972,126468,34444,2925,众所周知 |  Editorial | 为了解决 | 准确度 | EDURE
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,15,3.3049709796905518,5.3256988525390625,2.0207278728485107,4891,69424,19228,15285,56853,10533,241702,158648,7699,ultats | akil | ergeb | mers | rages
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,15,-0.20860540866851807,0.197890967130661,0.4064963757991791,64974,115900,15699,12543,133158,161133,86097,85910,17918,cede | 弊 | abad | wort | 人会
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,16,1.8219887018203735,4.190715789794922,2.3687270879745483,14792,31470,18914,26534,65518,2427,213317,167469,7147,ultats | 😀 | etz | ilters | mers
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,16,-0.21911323070526123,-0.5802741050720215,-0.36116087436676025,118262,81591,16965,13436,186208,182418,122564,61432,37995,wort | abad | 弊 | 人会 | ats
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,17,2.0632452964782715,3.752488136291504,1.6892428398132324,27498,24071,20370,27580,29576,1339,196018,165506,12485,ebles | akil | łek | rages | ultats
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,17,0.5627439618110657,0.5784831047058105,0.015739142894744873,48688,35412,14010,1059,206937,88034,181051,28380,21240,iaz | wort | educ | abad | ked
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,18,1.7845633029937744,3.0664803981781006,1.2819170951843262,17210,11056,18286,7973,9245,1098,161532,59135,12244,ultats | accia | ólica | ezz | ería
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,18,0.9258441925048828,2.053295612335205,1.1274514198303223,22404,55007,5665,957,164453,91946,212773,50454,4081,iaz | ood | ueb | uc | 事实
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,19,1.9702144861221313,4.743415355682373,2.7732008695602417,18846,25384,20722,7812,39158,1625,228595,88828,10264,😀 | ebles |  hrvat | ucie | ultats
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,19,1.966789960861206,2.963564395904541,0.996774435043335,16547,15182,7153,3873,91911,113419,85221,35785,31442,rug | ead | abad | ucin | hun
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,20,2.9045393466949463,5.346792697906494,2.442253351211548,9439,9502,2086,2234,11227,1604,233258,84461,5186,众所周知 | 😀 | 是不可能 | ólica | ebles
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,20,2.754335403442383,2.9067344665527344,0.15239906311035156,16276,38855,18413,10849,130111,154048,79034,35129,29007,abad | ead | hun | ucin | 阿拉伯
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,21,4.15647554397583,5.99228572845459,1.8358101844787598,3564,6245,411,2915,8232,508,206802,44363,1094,runs | ewise | ólica | 😀 | 众所周知
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,21,2.9281864166259766,3.49835205078125,0.5701656341552734,6096,68895,8797,11928,96554,147262,20119,57641,24372,abad | řej | ucin | _Al |  limiting
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,22,2.9553749561309814,3.922076940536499,0.9667019844055176,5150,2899,438,1005,1462,409,119678,13384,683,ovac | łek | ultats | ená | redient
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,22,3.0404117107391357,3.3614554405212402,0.3210437297821045,11856,86595,2922,1239,62461,118150,9647,35811,82044,abad | antum | antor | 相关推荐 | iais
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,23,3.368499279022217,4.992441177368164,1.6239418983459473,7556,6594,287,1553,4126,646,162862,27227,1711,łek | redient | wczy | ovac | ccak
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,23,2.9297566413879395,4.261833190917969,1.3320765495300293,3428,54310,6727,21085,168810,158946,21771,23663,74615,abad | řej | 并讲话 | antum | 相关推荐
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,24,3.7036335468292236,5.3362627029418945,1.632629156112671,5161,5400,63,877,4269,120,145589,36413,695,łek | wczy | ultats | хии | ovac
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,24,3.7592313289642334,5.336352348327637,1.5771210193634033,1206,48111,1394,10599,185608,132108,58001,44174,13349,řej | abad | 的居民 | ería | 筑牢
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,25,2.420668601989746,3.952226400375366,1.5315577983856201,11244,22669,952,2395,9763,258,144921,93673,2293,łek | redient | 众所周知 | 全国人民 | ería
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,25,3.3342955112457275,5.1954545974731445,1.861159086227417,2195,102199,1398,8491,165422,170338,100619,49766,18261,abad | ackers | ovati | malink | ToFit
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,26,2.6052112579345703,3.2241103649139404,0.6188991069793701,3770,12802,918,1015,1751,125,94207,81373,1341,ería | ultats | redient | ixin | erville
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,26,3.0526444911956787,6.4225850105285645,3.3699405193328857,76,47702,392,6982,137686,52546,77422,27470,1355,abad | eneg | ackers | 否 | 筑牢
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,27,4.222422122955322,5.639147758483887,1.4167256355285645,1767,7625,128,1507,5146,25,162006,76694,443,claims | erville | /testify | 是真的 | ería
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,27,2.8307993412017822,6.693642616271973,3.8628432750701904,39,31974,462,3716,131897,81150,118487,24559,1715,abad | /testify | 截至目前 | Fact | aksana
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,28,4.194403648376465,6.746554851531982,2.5521512031555176,640,6724,157,1302,5382,8,199696,24265,966,/testify | claims | 是真的 | erville | ultats
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,28,2.6120357513427734,5.7277021408081055,3.115666389465332,342,55742,806,3113,135436,76366,48086,3392,10046,osate | ovati | NGTH | antom | ernaut
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,29,5.068470001220703,6.750466346740723,1.6819963455200195,606,3718,762,2733,12356,3,194701,7747,513,claims | 是真的 | /testify | fake | 的真实
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,29,3.446845293045044,6.504912376403809,3.0580670833587646,354,59158,535,2039,97282,56799,40416,1597,6078,osate | ～。 | aternion | ERTO |  migrationBuilder
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,30,5.902832508087158,6.682242393493652,0.7794098854064941,374,6001,463,8155,15395,5,220624,20552,208,是真的 | /testify | claims | isseurs | 的真实
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,30,4.165921688079834,8.690492630004883,4.524570941925049,5,29733,210,1193,112072,14311,61630,984,356, falsehood | /testify | osate | aternion | 错
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,31,6.860739707946777,6.8541951179504395,-0.006544589996337891,633,25714,1219,3659,40628,215,202741,13295,473,是真的 | /testify | everd | evers | AUSE
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,31,3.8542580604553223,8.950584411621094,5.0963263511657715,1,43484,116,3117,88310,10784,79373,836,874, falsehood |  false | _FALSE | false | ERTO
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,32,6.762732028961182,6.769052028656006,0.006319999694824219,832,60605,5771,6649,50092,204,215074,18125,285,isseurs | <|box_end|> | 是真的 | lots | /testify
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,32,3.7749080657958984,8.650588035583496,4.875679969787598,7,49073,233,21243,70804,14709,151809,9462,263, falsehood | osate | _FALSE | /testify | ERTO
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,33,6.518392086029053,6.982581615447998,0.4641895294189453,272,96669,10814,2448,39528,1177,223437,28737,359,<|box_end|> | isseurs | 是真的 | utación | utados
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,33,3.14926815032959,10.092118263244629,6.942850112915039,0,43649,158,8139,54934,9153,137051,7965,101, False | .False |  falsehood | osate | _FALSE
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,34,5.962799072265625,5.674436569213867,-0.2883625030517578,83,85373,11104,6163,34150,243,133647,22731,387,isseurs | 是真的 | isers | emies | ichni
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,34,3.71862530708313,9.102877616882324,5.384252309799194,0,12657,579,3135,33966,6892,118436,3563,82, False | False |  falsehood | false |  false
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,35,7.5716118812561035,8.041784286499023,0.4701724052429199,8,67948,29159,4731,74457,158,198736,36890,854,isseurs | 是真的 | <|box_end|> | emies | /testify
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,35,8.186788558959961,17.952991485595703,9.766202926635742,0,4086,2159,478,55651,201,213626,26589,384, False |  false | false | False | .false
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,36,10.735769271850586,11.216118812561035,0.4803495407104492,5,54858,8762,1219,126952,40,225041,43980,410,是真的 | <|box_end|> |  FALSE | FALSE | .FALSE
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,36,9.402633666992188,21.495237350463867,12.09260368347168,0,2606,678,288,72602,55,229031,23054,280, False | False |  false | false | .false
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,37,11.446003913879395,11.479540824890137,0.03353691101074219,16,58639,19820,1393,124707,97,212289,67677,444,Ed | 是真的 |  Ed | .Ed | <|box_end|>
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,37,10.502758979797363,20.976953506469727,10.474194526672363,0,2338,1330,267,96745,59,191117,16661,362, False |  false | False | false | _FALSE
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,38,7.44111442565918,7.154533386230469,-0.28658103942871094,76,64216,52442,1903,144762,1304,81532,39737,1090, Ed | <|im_end|> | Ed | .Ed | �
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,38,8.771990776062012,18.534439086914062,9.76244831085205,0,34509,59278,1029,192953,523,105757,5746,1536,False |  False |  false | false | _FALSE
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,statement_end,39,12.063461303710938,11.439167022705078,-0.6242942810058594,19,24847,16964,9642,23424,944,765,3468,4732,<|im_end|> | \n\n | \n |  Ed |  \n\n
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,answer,39,16.125656127929688,25.25050163269043,9.124845504760742,0,33726,23785,4461,87464,1627,2578,4108,3036,False |  False | True | false | The
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,0,0.476393461227417,-0.6259722709655762,-1.1023657321929932,85981,64611,73882,7414,84802,37806,13883,70286,156639,\n | \n\n | ® | > | oy
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,0,2.493241786956787,-2.5538883209228516,-5.047130107879639,148824,29589,117973,21445,139935,77353,466,58771,202628,\n\n | 以下 | a | au | 一个
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,1,1.7038524150848389,-0.17847317457199097,-1.8823255896568298,62223,52383,23683,5778,66573,17488,31590,22054,174809,\n | ering | \n\n | ® | �
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,1,4.495753288269043,0.3495796024799347,-4.146173685789108,28507,89011,42950,23198,168951,55690,3245,118109,94606,a | au | ✅ |   \n\n | 你的
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,2,1.0510213375091553,0.18755000829696655,-0.8634713292121887,34350,58558,41050,6174,46444,24522,35832,11100,120092,____ | \n | ering |  | | \n\n
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,2,4.638246536254883,1.4496575593948364,-3.1885889768600464,4911,116752,75429,6819,88150,10616,1268,56117,65348,★ | a | \n\n |  \n\n | at
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,3,2.0464279651641846,0.6343141794204712,-1.4121137857437134,48013,81661,21236,1506,6769,17972,88230,45638,136951,____ | ering | _____ |  functions | ()
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,3,4.12293004989624,2.24711275100708,-1.8758172988891602,2344,104645,92688,6459,114177,5436,2342,44382,69501,a | am | ar | � | as
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,4,1.8949573040008545,1.3637487888336182,-0.5312085151672363,31401,39536,4332,512,3304,8880,122789,75980,69608,____ | _____ |  ____ | åk | andidates
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,4,3.472137689590454,1.8090479373931885,-1.6630897521972656,5669,184945,149808,27767,177999,74728,4297,44298,104199,ao | ism | a | ate | ats
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,5,2.470440149307251,2.2252330780029297,-0.2452070713043213,4723,68504,8940,869,6771,9761,109334,85033,67707,____ | andidates | ering | åk | _____
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,5,3.8083901405334473,2.1686739921569824,-1.6397161483764648,5325,193658,88996,19832,70568,69591,16853,68716,88665,众所周知 | aut | a | ats |  math
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,6,1.5068467855453491,1.911952257156372,0.40510547161102295,5120,44567,16040,951,704,3750,51797,112279,68127,® | ships |  dynamic | itioner |  By
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,6,3.0642824172973633,2.0133321285247803,-1.050950288772583,4092,175402,143472,9755,80252,97850,9189,68806,67990,ats | ### | a | 众所周知 |  Your
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,7,1.8559842109680176,2.937373399734497,1.0813891887664795,3394,71289,1815,1975,1552,2018,123759,129005,38094,achter | ☆☆ | gia | 的头 | incs
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,7,2.7889161109924316,2.4976112842559814,-0.2913048267364502,7970,148069,103732,14287,109981,64388,20061,119428,42234,acu | 众所周知 | ault | uw | NA
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,8,2.966914176940918,3.4413180351257324,0.47440385818481445,2423,83603,358,1178,374,1463,187993,80888,25500,achter | ☆☆ | ixin | ocie | inscrit
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,8,1.5533250570297241,1.3510119915008545,-0.20231306552886963,49360,115554,51421,11813,120429,115954,22601,126095,52368,ked | inf | a | 为您解答 | anf
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,9,1.9462846517562866,3.296285390853882,1.3500007390975952,4940,50197,940,1692,831,5056,236171,134997,4611,☆☆ | gia | 亿人 | == | utz
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,9,1.408945918083191,1.0942984819412231,-0.3146474361419678,31863,152204,13731,7120,113437,64417,1797,114321,53413,a | 解答 | 众所周知 | ked | 您好
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,10,2.978771924972534,2.6196539402008057,-0.3591179847717285,7761,59028,2987,3412,4281,9584,194035,99608,3777,gia | ulus | etz | elli | inance
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,10,0.4539496600627899,0.5231022834777832,0.06915262341499329,53197,115035,26852,4697,86182,77914,5695,66639,27751,a | ### | 解答 | 众所周知 |  Editorial
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,11,4.034829139709473,3.3110907077789307,-0.723738431930542,5900,109258,605,3423,3955,13067,204859,137133,6196,رافی | ixin | achter | gia | -Sah
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,11,0.6198979616165161,0.9699448347091675,0.35004687309265137,38780,104487,26708,12267,122136,145171,9666,48886,31112,解答 | a | 众所周知 |  Answer | 判断
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,12,3.0252387523651123,3.5333642959594727,0.5081255435943604,6926,87820,319,1853,362,1841,172213,138855,5815,رافی | ovac | achter | 的吗 | adge
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,12,0.166800856590271,0.46356266736984253,0.29676181077957153,91410,52563,45650,39714,125688,190959,87421,49486,6137,众所周知 | 解答 | 很高兴 |  Editorial | a
mount_vesuvius_repeated,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,13,4.03446626663208,5.78131628036499,1.7468500137329102,577,39263,1875,7572,3372,4052,242210,178198,2055,ogie | رافی | 卖的 | 非常高 | 养活
